ME_type,fuel_type,s_content,Load1,CO2_EF_ME,CO2_EF_AE,CO2_EF_AB,SO2_EF_ME,SO2_EF_AE,SO2_EF_AB,SO4_EF_ME,SO4_EF_AE,SO4_EF_AB,EC_EF_ME,EC_EF_AE,EC_EF_AB,OC_EF_ME,OC_EF_AE,OC_EF_AB,CO_EF_ME,CO_EF_AE,CO_EF_AB,NMVOC_EF_ME,NMVOC_EF_AE,NMVOC_EF_AB,NH3_EF_ME,NH3_EF_AE,NH3_EF_AB
SSD,MDO,0.1,0.86,596.62002498,695.702,961.8,0.36213048,0.42,0.59,0.01005918,0.01,0.02,0.08047344000000001,0.08,0.08,0.20601200640685435,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.87,597.0776093450003,695.702,961.8,0.3624082200000001,0.42,0.59,0.010066895000000005,0.01,0.02,0.08053516000000002,0.08,0.08,0.20617000960495396,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.88,597.58916672,695.702,961.8,0.36271872,0.42,0.59,0.01007552,0.01,0.02,0.08060416000000001,0.08,0.08,0.20634664960358076,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.89,598.1546971050002,695.702,961.8,0.36306198,0.42,0.59,0.010085055,0.01,0.02,0.08068044,0.08,0.08,0.20654192640258845,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.9,598.7742005,695.702,961.8,0.363438,0.42,0.59,0.0100955,0.01,0.02,0.080764,0.08,0.08,0.20675584000187125,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.91,599.4476769050002,695.702,961.8,0.36384678,0.42,0.59,0.010106855,0.01,0.02,0.08085484000000001,0.08,0.08,0.20698839040135286,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.92,600.1751263200001,695.702,961.8,0.3642883200000001,0.42,0.59,0.010119120000000002,0.01,0.02,0.08095296000000002,0.08,0.08,0.2072395776009783,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.93,600.956548745,695.702,961.8,0.36476262,0.42,0.59,0.010132295,0.01,0.02,0.08105836,0.08,0.08,0.2075094016007074,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.94,601.7919441800002,695.702,961.8,0.36526968,0.42,0.59,0.010146380000000002,0.01,0.02,0.08117104000000001,0.08,0.08,0.20779786240051165,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.95,602.6813126250001,695.702,961.8,0.36580949999999995,0.42,0.59,0.010161375000000002,0.01,0.02,0.08129100000000003,0.08,0.08,0.20810496000037004,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.96,603.62465408,695.702,961.8,0.36638208,0.42,0.59,0.01017728,0.01,0.02,0.08141824,0.08,0.08,0.2084306944002676,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.97,604.6219685450002,695.702,961.8,0.36698742,0.42,0.59,0.010194095,0.01,0.02,0.08155276,0.08,0.08,0.20877506560019365,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.98,605.67325602,695.702,961.8,0.36762552,0.42,0.59,0.01021182,0.01,0.02,0.08169456,0.08,0.08,0.20913807360014008,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.99,606.7785165050002,695.702,961.8,0.36829638,0.42,0.59,0.010230455,0.01,0.02,0.08184364000000001,0.08,0.08,0.20951971840010133,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,1.0,607.93775,695.702,961.8,0.3690000000000001,0.42,0.59,0.010250000000000002,0.01,0.02,0.08200000000000003,0.08,0.08,0.20992000000007335,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.0,841.2544,695.702,961.8,2.56,2.12,2.93,0.08960000000000001,0.07,0.1,0.1024,0.08,0.08,0.8532480000000001,0.2,0.2,10.667015779274706,1.1,0.2,10.590007030337196,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.01,836.617970965,695.702,961.8,2.545891,2.12,2.93,0.08910618500000002,0.07,0.1,0.10183564,0.08,0.08,0.8485454703000002,0.2,0.2,10.667015779274706,1.1,0.2,10.590007030337196,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.02,832.04134986,695.702,961.8,2.531964,2.12,2.93,0.08861874,0.07,0.1,0.10127856,0.08,0.08,0.8439036012000001,0.2,0.2,10.667015779274706,1.1,0.2,10.590007030337196,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.03,827.524536685,695.702,961.8,2.5182189999999998,2.12,2.93,0.08813766500000003,0.07,0.1,0.10072876,0.08,0.08,0.8393223927000002,0.2,0.2,7.123676601765558,1.1,0.2,5.842164187650509,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.04,823.06753144,695.702,961.8,2.504656,2.12,2.93,0.08766296000000001,0.07,0.1,0.10018624,0.08,0.08,0.8348018448000002,0.2,0.2,5.352007013010982,1.1,0.2,3.854356215707708,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.05,818.670334125,695.702,961.8,2.491275,2.12,2.93,0.08719462500000001,0.07,0.1,0.099651,0.08,0.08,0.8303419575000001,0.2,0.2,4.289005259758237,1.1,0.2,2.8064547715923576,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.06,814.3329447400001,695.702,961.8,2.4780759999999997,2.12,2.93,0.08673266000000003,0.07,0.1,0.09912304,0.08,0.08,0.8259427308000001,0.2,0.2,3.5803374242564057,1.1,0.2,2.1757402806718216,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.07,810.0553632850001,695.702,961.8,2.465059,2.12,2.93,0.08627706500000001,0.07,0.1,0.09860236,0.08,0.08,0.8216041647000001,0.2,0.2,3.0741461131836703,1.1,0.2,1.7617799824665368,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.08,805.8375897600001,695.702,961.8,2.452224,2.12,2.93,0.08582784000000003,0.07,0.1,0.09808896,0.08,0.08,0.8173262592000001,0.2,0.2,2.694502629879118,1.1,0.2,1.4729440323431051,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.09,801.679624165,695.702,961.8,2.439571,2.12,2.93,0.08538498500000001,0.07,0.1,0.09758284,0.08,0.08,0.8131090143,0.2,0.2,2.399224365086688,1.1,0.2,1.2620174995734224,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.1,797.5814665000001,695.702,961.8,2.4271000000000003,2.12,2.93,0.08494850000000002,0.07,0.1,0.09708400000000003,0.08,0.08,0.8089524300000002,0.2,0.2,2.163001753252745,1.1,0.2,1.102454923768535,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.11,793.5431167650001,695.702,961.8,2.4148110000000003,2.12,2.93,0.08451838500000003,0.07,0.1,0.09659244000000003,0.08,0.08,0.8048565063000002,0.2,0.2,1.969728707206792,1.1,0.2,0.9783046377129132,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.12,789.56457496,695.702,961.8,2.402704,2.12,2.93,0.08409464000000001,0.07,0.1,0.09610816,0.08,0.08,0.8008212431999999,0.2,0.2,1.8086678355018304,1.1,0.2,0.8794636770072691,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.13,785.6458410850001,695.702,961.8,2.390779,2.12,2.93,0.08367726500000001,0.07,0.1,0.09563116,0.08,0.08,0.7968466407000002,0.2,0.2,1.6723855594437862,1.1,0.2,0.7992548247977326,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.14,781.78691514,695.702,961.8,2.379036,2.12,2.93,0.08326626000000001,0.07,0.1,0.09516144,0.08,0.08,0.7929326988000002,0.2,0.2,1.5555721799654625,1.1,0.2,0.7331066100057878,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.15,777.987797125,695.702,961.8,2.367475,2.12,2.93,0.08286162500000002,0.07,0.1,0.094699,0.08,0.08,0.3795861309393084,0.2,0.2,1.4543339177509156,1.1,0.2,0.6777949500592041,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.16,774.24848704,695.702,961.8,2.356096,2.12,2.93,0.08246336000000001,0.07,0.1,0.09424384,0.08,0.08,0.3264517143193366,0.2,0.2,1.3657504383131869,1.1,0.2,0.6309876805144189,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.17,770.568984885,695.702,961.8,2.3448990000000003,2.12,2.93,0.082071465,0.07,0.1,0.09379596,0.08,0.08,0.295877091113972,0.2,0.2,1.2875885446916613,1.1,0.2,0.5909604860242468,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.18,766.9492906600002,695.702,961.8,2.3338840000000003,2.12,2.93,0.08168594000000001,0.07,0.1,0.09335536,0.08,0.08,0.2766403985553008,0.2,0.2,1.218111305916972,1.1,0.2,0.5564138896876144,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.19,763.389404365,695.702,961.8,2.323051,2.12,2.93,0.081306785,0.07,0.1,0.09292204,0.08,0.08,0.26381021018793216,0.2,0.2,1.1559474606975129,1.1,0.2,0.5263519748427862,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.2,759.8893260000001,695.702,961.8,2.3124,2.12,2.93,0.08093400000000002,0.07,0.1,0.092496,0.08,0.08,0.25488219567360004,0.2,0.2,1.1000000000000003,1.1,0.2,0.5000000000000001,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.21,756.4490555650002,695.702,961.8,2.301931,2.12,2.93,0.08056758500000001,0.07,0.1,0.09207724,0.08,0.08,0.2484543585215085,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.22,753.0685930600001,695.702,961.8,2.291644,2.12,2.93,0.08020754000000002,0.07,0.1,0.09166576,0.08,0.08,0.2436860491948338,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.23,749.747938485,695.702,961.8,2.281539,2.12,2.93,0.07985386500000001,0.07,0.1,0.09126156,0.08,0.08,0.24004768024539644,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.24,746.48709184,695.702,961.8,2.271616,2.12,2.93,0.07950656,0.07,0.1,0.09086464,0.08,0.08,0.237193430046145,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.25,743.286053125,695.702,961.8,2.261875,2.12,2.93,0.079165625,0.07,0.1,0.090475,0.08,0.08,0.2348914855430649,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.26,740.14482234,695.702,961.8,2.252316,2.12,2.93,0.07883106000000001,0.07,0.1,0.09009264,0.08,0.08,0.2329834591334043,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.27,737.063399485,695.702,961.8,2.242939,2.12,2.93,0.078502865,0.07,0.1,0.08971755999999999,0.08,0.08,0.23135961337273156,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.28,734.0417845600001,695.702,961.8,2.2337439999999997,2.12,2.93,0.07818104000000001,0.07,0.1,0.08934976000000001,0.08,0.08,0.22994314214301134,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.29,731.0799775650001,695.702,961.8,2.224731,2.12,2.93,0.07786558500000001,0.07,0.1,0.08898924000000001,0.08,0.08,0.22867988968938394,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.3,728.1779785,695.702,961.8,2.2159,2.12,2.93,0.0775565,0.07,0.1,0.088636,0.08,0.08,0.2275314652009871,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.31,725.3357873650001,695.702,961.8,2.2072510000000003,2.12,2.93,0.07725378500000002,0.07,0.1,0.08829004000000001,0.08,0.08,0.2264705469419841,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.32,722.55340416,695.702,961.8,2.198784,2.12,2.93,0.07695744,0.07,0.1,0.08795135999999999,0.08,0.08,0.2254776352888875,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.33,719.830828885,695.702,961.8,2.190499,2.12,2.93,0.076667465,0.07,0.1,0.08761996,0.08,0.08,0.2245387843402416,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.34,717.16806154,695.702,961.8,2.182396,2.12,2.93,0.07638386000000001,0.07,0.1,0.08729584000000001,0.08,0.08,0.22364400497794576,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.35,714.5651021250002,695.702,961.8,2.174475,2.12,2.93,0.07610662500000001,0.07,0.1,0.08697900000000001,0.08,0.08,0.22278613424021734,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.36,712.0219506400001,695.702,961.8,2.166736,2.12,2.93,0.07583576000000003,0.07,0.1,0.08666944000000001,0.08,0.08,0.22196003149697752,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.37,709.538607085,695.702,961.8,2.159179,2.12,2.93,0.07557126500000001,0.07,0.1,0.08636716,0.08,0.08,0.22116200521501075,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.38,707.1150714600002,695.702,961.8,2.1518040000000003,2.12,2.93,0.07531314000000001,0.07,0.1,0.08607216000000001,0.08,0.08,0.22038940324574632,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.39,704.7513437650001,695.702,961.8,2.1446110000000003,2.12,2.93,0.07506138500000002,0.07,0.1,0.08578444000000003,0.08,0.08,0.21964031950574545,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.4,702.4474240000001,695.702,961.8,2.1376,2.12,2.93,0.07481600000000001,0.07,0.1,0.085504,0.08,0.08,0.2189133837298296,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.41,700.203312165,695.702,961.8,2.1307709999999997,2.12,2.93,0.07457698500000001,0.07,0.1,0.08523084000000003,0.08,0.08,0.21820761063433916,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.42,698.0190082600002,695.702,961.8,2.124124,2.12,2.93,0.07434434000000001,0.07,0.1,0.08496496,0.08,0.08,0.217522291630722,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.43,695.8945122850001,695.702,961.8,2.117659,2.12,2.93,0.07411806500000001,0.07,0.1,0.08470636000000001,0.08,0.08,0.2168569170473622,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.44,693.82982424,695.702,961.8,2.111376,2.12,2.93,0.07389816,0.07,0.1,0.08445504,0.08,0.08,0.2162111202431708,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.45,691.8249441250001,695.702,961.8,2.105275,2.12,2.93,0.07368462500000003,0.07,0.1,0.08421100000000001,0.08,0.08,0.21558463743945244,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.46,689.87987194,695.702,961.8,2.099356,2.12,2.93,0.07347746000000001,0.07,0.1,0.08397424,0.08,0.08,0.21497727884258486,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.47,687.9946076850001,695.702,961.8,2.0936190000000003,2.12,2.93,0.07327666500000002,0.07,0.1,0.08374476000000003,0.08,0.08,0.21438890787995632,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.48,686.1691513600001,695.702,961.8,2.088064,2.12,2.93,0.07308224,0.07,0.1,0.08352256000000001,0.08,0.08,0.2138194262674156,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.49,684.403502965,695.702,961.8,2.082691,2.12,2.93,0.07289418500000001,0.07,0.1,0.08330764,0.08,0.08,0.213268763269088,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.5,682.6976625000002,695.702,961.8,2.0775,2.12,2.93,0.07271250000000001,0.07,0.1,0.08310000000000001,0.08,0.08,0.2127368679716649,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.51,681.0516299650002,695.702,961.8,2.0724910000000003,2.12,2.93,0.07253718500000003,0.07,0.1,0.08289964000000001,0.08,0.08,0.2122237037265256,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.52,679.4654053600002,695.702,961.8,2.0676639999999997,2.12,2.93,0.07236824000000001,0.07,0.1,0.08270656000000001,0.08,0.08,0.21172924415102687,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.53,677.938988685,695.702,961.8,2.0630189999999997,2.12,2.93,0.07220566500000003,0.07,0.1,0.08252076000000001,0.08,0.08,0.2112534702513129,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.54,676.4723799400001,695.702,961.8,2.0585560000000003,2.12,2.93,0.07204946000000001,0.07,0.1,0.08234224000000001,0.08,0.08,0.21079636835191864,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.55,675.065579125,695.702,961.8,2.054275,2.12,2.93,0.07189962500000001,0.07,0.1,0.08217100000000001,0.08,0.08,0.21035792860581445,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.56,673.71858624,695.702,961.8,2.050176,2.12,2.93,0.07175616000000001,0.07,0.1,0.08200704,0.08,0.08,0.20993814392207874,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.57,672.431401285,695.702,961.8,2.046259,2.12,2.93,0.07161906500000001,0.07,0.1,0.08185036,0.08,0.08,0.2095370091940794,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.58,671.2040242600001,695.702,961.8,2.042524,2.12,2.93,0.07148834000000001,0.07,0.1,0.08170096000000003,0.08,0.08,0.20915452074390595,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.59,670.036455165,695.702,961.8,2.038971,2.12,2.93,0.071363985,0.07,0.1,0.08155884000000001,0.08,0.08,0.2087906759224326,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.6,668.9286940000002,695.702,961.8,2.0356,2.12,2.93,0.071246,0.07,0.1,0.08142400000000001,0.08,0.08,0.2084454728213926,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.61,667.880740765,695.702,961.8,2.032411,2.12,2.93,0.07113438500000001,0.07,0.1,0.08129644000000001,0.08,0.08,0.20811891006607602,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.62,666.89259546,695.702,961.8,2.029404,2.12,2.93,0.07102914,0.07,0.1,0.08117616,0.08,0.08,0.2078109866660648,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.63,665.964258085,695.702,961.8,2.026579,2.12,2.93,0.070930265,0.07,0.1,0.08106316,0.08,0.08,0.2075217019077476,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.64,665.0957286400002,695.702,961.8,2.023936,2.12,2.93,0.07083776,0.07,0.1,0.08095744,0.08,0.08,0.20725105527691348,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.65,664.2870071250002,695.702,961.8,2.021475,2.12,2.93,0.07075162500000001,0.07,0.1,0.080859,0.08,0.08,0.20699904640300376,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.66,663.53809354,695.702,961.8,2.019196,2.12,2.93,0.07067186,0.07,0.1,0.08076784000000001,0.08,0.08,0.20676567501895815,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.67,662.848987885,695.702,961.8,2.017099,2.12,2.93,0.070598465,0.07,0.1,0.08068396,0.08,0.08,0.20655094093229115,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.68,662.21969016,695.702,961.8,2.015184,2.12,2.93,0.07053144000000001,0.07,0.1,0.08060736,0.08,0.08,0.20635484400425547,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.69,661.6502003649998,695.702,961.8,2.013451,2.12,2.93,0.07047078500000001,0.07,0.1,0.08053803999999999,0.08,0.08,0.20617738413483086,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.7,661.1405185000001,695.702,961.8,2.0119,2.12,2.93,0.07041650000000002,0.07,0.1,0.080476,0.08,0.08,0.20601856125190868,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.71,660.6906445650002,695.702,961.8,2.0105310000000003,2.12,2.93,0.07036858500000001,0.07,0.1,0.08042124000000002,0.08,0.08,0.20587837530349806,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.72,660.3005785600002,695.702,961.8,2.009344,2.12,2.93,0.07032704000000001,0.07,0.1,0.08037376,0.08,0.08,0.20575682625211006,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.73,659.9703204850001,695.702,961.8,2.0083390000000003,2.12,2.93,0.07029186500000002,0.07,0.1,0.08033356000000001,0.08,0.08,0.20565391407071046,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.74,659.69987034,695.702,961.8,2.007516,2.12,2.93,0.07026306,0.07,0.1,0.08030063999999999,0.08,0.08,0.205569638739802,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.75,659.489228125,695.702,961.8,2.006875,2.12,2.93,0.070240625,0.07,0.1,0.080275,0.08,0.08,0.20550400024532253,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.76,659.3383938400002,695.702,961.8,2.006416,2.12,2.93,0.07022456000000002,0.07,0.1,0.08025664,0.08,0.08,0.20545699857712849,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.77,659.247367485,695.702,961.8,2.006139,2.12,2.93,0.07021486500000003,0.07,0.1,0.08024556000000001,0.08,0.08,0.2054286337279024,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.78,659.21614906,695.702,961.8,2.0060439999999997,2.12,2.93,0.07021154000000003,0.07,0.1,0.08024176000000001,0.08,0.08,0.2054189056923652,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.79,659.2447385650001,695.702,961.8,2.0061310000000003,2.12,2.93,0.07021458500000002,0.07,0.1,0.08024524000000001,0.08,0.08,0.2054278144667079,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.8,659.3331360000002,695.702,961.8,2.0064,2.12,2.93,0.07022400000000001,0.07,0.1,0.08025600000000001,0.08,0.08,0.2054553600481821,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.81,659.481341365,695.702,961.8,2.0068509999999997,2.12,2.93,0.07023978500000001,0.07,0.1,0.08027404,0.08,0.08,0.20550154243480434,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.82,659.6893546599998,695.702,961.8,2.007484,2.12,2.93,0.07026194,0.07,0.1,0.08029936,0.08,0.08,0.2055663616251432,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.83,659.9571758850002,695.702,961.8,2.008299,2.12,2.93,0.07029046500000001,0.07,0.1,0.08033196000000001,0.08,0.08,0.2056498176181655,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.84,660.28480504,695.702,961.8,2.009296,2.12,2.93,0.07032536,0.07,0.1,0.08037184,0.08,0.08,0.20575191041312546,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.85,660.672242125,695.702,961.8,2.010475,2.12,2.93,0.070366625,0.07,0.1,0.080419,0.08,0.08,0.2058726400094846,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.86,661.11948714,695.702,961.8,2.011836,2.12,2.93,0.07041426,0.07,0.1,0.08047344000000001,0.08,0.08,0.20601200640685435,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.87,661.6265400850002,695.702,961.8,2.0133790000000005,2.12,2.93,0.07046826500000003,0.07,0.1,0.08053516000000002,0.08,0.08,0.20617000960495396,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
MSD,MDO,0.5,0.88,662.1934009600002,695.702,961.8,2.015104,2.12,2.93,0.07052864,0.07,0.1,0.08060416000000001,0.08,0.08,0.20634664960358076,0.2,0.2,1.1,1.1,0.2,0.5,0.4,0.1,0.003,0.003,0.004
